tmdb_id,title,original_language,language_queried,release_date,popularity,vote_average,vote_count,director_gender,female_leads_top5,male_leads_top5,total_cast,female_in_full_cast,budget,revenue,runtime,genres,production_companies
15974,Bhoothnath,hi,hi,2008-05-09,1.6079,6.217,122,2,1,4,24,6,0,0,151,"['Family', 'Comedy']",['BR Films International']
456565,Judwaa 2,hi,hi,2017-09-29,1.5509,5.4,114,2,3,2,20,3,10000000,34500000,150,"['Action', 'Comedy', 'Romance']","['Fox Star Studios', 'Nadiadwala Grandson Entertainment']"
58051,Housefull,hi,hi,2010-04-30,1.4067,5.746,142,2,2,3,17,8,3500000,15000000,135,"['Comedy', 'Romance']",['Nadiadwala Grandson Entertainment']
280795,Haider,hi,hi,2014-10-02,1.4139,7.2,249,2,2,2,17,2,7000000,11500000,150,"['Crime', 'Drama']","['Vishal Bhardwaj Pictures', 'UTV Motion Pictures']"
339274,Tamasha,hi,hi,2015-11-27,1.6425,6.9,169,2,1,4,18,4,0,0,139,"['Romance', 'Drama', 'Comedy']","['Window Seat Films', 'UTV Motion Pictures', 'Nadiadwala Grandson Entertainment']"
250551,Gunday,hi,hi,2014-02-14,1.7074,4.881,113,2,1,4,16,1,0,0,152,"['Action', 'Crime', 'Drama']",['Yash Raj Films']
4252,Chalte Chalte,hi,hi,2003-06-12,1.3697,6.3,103,2,2,2,13,4,4600000,18000000,175,"['Comedy', 'Drama', 'Romance']","['Dreamz Unlimited', 'United Motion Pictures']"
1163194,Lost Ladies,hi,hi,2024-03-01,1.375,7.811,151,1,3,2,40,4,0,330000000,123,"['Comedy', 'Drama', 'Romance']","['Aamir Khan Productions', 'Jio Studios', 'Kindling Pictures']"
547654,Badhaai Ho,hi,hi,2018-10-19,1.1839,7.196,171,0,3,2,10,6,4000000,39000000,125,"['Comedy', 'Romance', 'Drama']","['Junglee Pictures', 'Chrome Pictures']"
447856,Pad Man,hi,hi,2018-02-09,1.276,7.439,238,2,3,1,11,5,10000000,23000000,140,"['Comedy', 'Drama']","['Hari Om Entertainment', 'Columbia Pictures', 'Sony Pictures Films India', 'Sony Pictures International Productions', 'CP Film Production Asia', 'Hope Productions']"
658412,Ludo,hi,hi,2020-11-12,1.2924,7.164,125,2,1,3,22,4,0,0,150,"['Crime', 'Comedy']","['T-Series', 'Anurag Basu Productions', 'Zeal Z Entertainment Services']"
86004,Talaash,hi,hi,2012-11-30,1.3275,6.766,246,1,2,3,22,9,8510000,0,149,"['Crime', 'Drama', 'Thriller']","['Aamir Khan Productions', 'Excel Entertainment']"
353464,Talvar,hi,hi,2015-10-02,1.4873,7.482,191,1,1,4,13,3,0,0,132,"['Thriller', 'Drama', 'Mystery']","['Vishal Bhardwaj Pictures', 'Jar Pictures', 'Junglee Pictures']"
102632,Rowdy Rathore,hi,hi,2012-06-01,1.2359,5.932,110,2,1,4,22,6,6700000,31000000,143,"['Action', 'Comedy', 'Crime']",['Bhansali Productions']
24827,Ajab Prem Ki Ghazab Kahani,hi,hi,2009-11-06,1.4461,6.211,154,2,1,4,15,4,0,26000000,150,"['Romance', 'Comedy', 'Action']",['Tips Industries']
323517,Badlapur,hi,hi,2015-02-20,1.4527,7.0,148,2,3,2,12,6,3700000,11480000,134,"['Crime', 'Thriller', 'Action', 'Drama']","['Maddock Films', 'Eros International']"
915831,"Monica, O My Darling",hi,hi,2022-11-11,1.394,6.962,104,2,2,3,16,5,0,0,129,"['Crime', 'Comedy', 'Drama', 'Mystery', 'Thriller']",['Matchbox Shots']
645484,Dil Bechara,hi,hi,2020-07-24,1.503,6.701,117,2,2,3,11,4,3025,0,101,"['Drama', 'Romance']",['Fox Star Studios']
441906,Jab Harry Met Sejal,hi,hi,2017-08-04,1.6929,6.379,206,2,2,2,12,3,16600000,15360368,144,"['Comedy', 'Drama', 'Romance']","['Red Chillies Entertainment', 'Window Seat Films', 'New Amsterdam Film Company']"
44425,Dabangg,hi,hi,2010-09-10,1.3265,5.8,179,2,1,4,17,4,9370000,0,130,"['Action', 'Comedy', 'Crime']","['Arbaaz Khan Productions', 'Shree Ashtavinayak Cine Vision']"
44749,Race 2,hi,hi,2013-01-25,1.1886,5.43,122,2,2,3,11,4,17,0,150,"['Action', 'Thriller']","['UTV Motion Pictures', 'Tips Industries', 'Illuminati Films Pvt Ltd']"
276928,Humpty Sharma Ki Dulhania,hi,hi,2014-07-11,1.4109,6.4,118,2,1,3,8,2,0,0,133,"['Drama', 'Comedy', 'Romance']",['Dharma Productions']
14752,Dil Chahta Hai,hi,hi,2001-07-24,1.2901,6.853,334,2,2,3,26,7,2079000,4099000,183,"['Drama', 'Romance']",['Excel Entertainment']
33457,Nayak: The Real Hero,hi,hi,2001-09-07,1.1377,7.099,111,2,1,4,22,4,0,0,187,"['Drama', 'Thriller', 'Action']",['Sri Surya Films']
11807,Jab We Met,hi,hi,2007-10-26,1.2935,7.313,319,2,1,4,18,4,2300000,10065630,138,"['Drama', 'Comedy', 'Romance']",['Shree Ashtavinayak Cine Vision']
682401,Ek Villain Returns,hi,hi,2022-07-29,1.2454,6.0,133,2,2,3,21,3,0,0,127,"['Action', 'Crime', 'Thriller']","['Balaji Telefilms', 'T-Series']"
37737,Kites,hi,hi,2010-05-21,1.4258,7.2,221,2,2,3,20,5,0,0,123,"['Drama', 'Action', 'Romance']","['Bollywood Hollywood Production', 'Reliance Entertainment', 'Film Kraft', 'Bollywood Hollywood Production']"
336203,Masaan,hi,hi,2015-07-24,1.3108,7.103,203,2,2,3,9,2,0,0,109,['Drama'],"['Sikhya Entertainment', 'Drishyam Films', 'Phantom Films', 'Macassar Productions', 'ARTE France Cinéma']"
560964,Junglee,hi,hi,2019-03-29,1.0603,6.8,107,2,2,3,12,2,0,0,115,"['Action', 'Adventure']",['Junglee Pictures']
498448,Kesari,hi,hi,2019-03-21,1.327,7.075,120,0,1,3,38,2,0,0,151,"['Action', 'Drama', 'History', 'War']","['Dharma Productions', 'Azure Entertainment', 'Zee Studios', 'Cape of Good Films']"
767377,Dhamaka,hi,hi,2021-11-19,1.0729,6.791,103,2,2,3,13,2,0,0,104,"['Thriller', 'Drama', 'Crime']","['RSVP Movies', 'Ram Madhvani Films', 'Globalgate Entertainment', 'Lotte Entertainment', 'Lotte Cultureworks']"
135718,OMG: Oh My God!,hi,hi,2012-09-28,1.3465,7.244,289,0,0,5,24,3,2500000,19000000,125,"['Comedy', 'Drama']",['Hari Om Entertainment']
65946,Ready,hi,hi,2011-06-03,1.1444,5.054,101,2,1,4,28,6,5800000,27000000,140,"['Action', 'Comedy']",['Sohail Khan Production']
325138,Dum Laga Ke Haisha,hi,hi,2015-02-27,1.4327,7.191,139,0,3,2,10,4,0,0,111,"['Comedy', 'Drama', 'Romance']",['Yash Raj Films']
20413,Dhamaal,hi,hi,2007-09-07,1.3936,6.7,131,2,0,5,30,1,0,0,135,"['Comedy', 'Adventure']",['Maruti International']
251626,Hasee Toh Phasee,hi,hi,2014-02-07,1.269,6.566,114,0,2,3,16,4,0,0,141,"['Comedy', 'Romance']","['Phantom Films', 'Dharma Productions']"
404604,Mom,hi,hi,2017-07-07,1.2654,7.542,215,2,2,3,14,5,0,0,147,"['Crime', 'Drama', 'Thriller']","['Third Eye Pictures', 'Mad Films']"
46040,Tees Maar Khan,hi,hi,2010-12-24,1.1263,3.692,112,1,1,4,24,4,0,0,137,"['Comedy', 'Crime']","['UTV Motion Pictures', 'Hari Om Entertainment']"
314389,Baby,hi,hi,2015-01-23,1.2438,6.816,190,2,0,5,66,3,0,0,160,"['Action', 'Thriller']","['T-Series', 'Cape of Good Films', 'Crouching Tiger Motion Pictures', 'Friday Filmworks']"
377985,Fan,hi,hi,2016-04-14,1.1438,6.282,268,2,3,2,27,7,12750000,28000000,138,"['Action', 'Adventure', 'Thriller']","['Red Chillies Entertainment', 'Yash Raj Films', 'Prime Focus']"
12273,Singh Is Kinng,hi,hi,2008-08-08,0.8573,5.668,110,2,2,3,15,3,14000000,25000000,135,"['Action', 'Comedy']","['Reliance Entertainment', 'Hari Om Entertainment']"
19636,Garam Masala,hi,hi,2005-11-03,1.2085,6.0,101,2,2,3,13,5,0,0,142,['Comedy'],['Venus Records & Tapes']
21461,Lage Raho Munna Bhai,hi,hi,2006-09-01,1.0664,7.3,228,2,1,4,23,4,1800000,31517561,144,"['Comedy', 'Drama', 'Romance']",['Vidhu Vinod Chopra Productions']
403867,Kaabil,hi,hi,2017-01-25,1.0848,6.908,147,2,1,3,11,2,5200000,0,139,"['Action', 'Thriller', 'Drama']",['Film Kraft']
415358,Pink,hi,hi,2016-09-16,1.2187,7.367,241,2,3,2,13,5,75000000,15020702,136,"['Drama', 'Thriller']","['Saraswati Entertainment Creations Limited', 'Rising Sun Films']"
398535,Udta Punjab,hi,hi,2016-06-17,1.0337,7.23,163,2,2,3,14,2,5980000,14900000,148,"['Crime', 'Drama']","['Balaji Motion Pictures', 'Phantom Films', 'Cult Movies']"
472138,Thugs of Hindostan,hi,hi,2018-11-07,1.2131,5.536,124,0,2,3,22,3,31000000,3136000,164,"['Adventure', 'Action']","['Yash Raj Films', 'Latina Pictures', 'Benetone Films', 'Prime Focus']"
27298,Partner,hi,hi,2007-07-20,1.2198,5.525,119,2,2,3,18,5,0,20000000,143,"['Comedy', 'Romance']","['Eros International', 'Sohail Khan Production']"
70590,Singham,hi,hi,2011-07-22,1.1568,6.533,181,2,1,4,14,2,4800000,30000000,143,"['Drama', 'Action', 'Crime']",['Reliance Entertainment']
4157,Heyy Babyy,hi,hi,2007-08-24,1.082,5.884,116,2,1,4,23,12,9400000,2200000,150,"['Comedy', 'Drama', 'Romance']",['Nadiadwala Grandson Entertainment']
52696,Band Baaja Baaraat,hi,hi,2010-12-10,1.0616,6.7,142,2,1,3,30,2,3300000,7400000,139,"['Comedy', 'Drama', 'Romance']",['Yash Raj Films']
82825,Kahaani,hi,hi,2012-03-08,1.1298,7.182,344,2,1,4,19,3,1200000,16000000,122,"['Mystery', 'Thriller']","['Viacom18 Studios', 'Pen Studios', 'Bound Script Production']"
67109,Delhi Belly,hi,hi,2011-07-01,1.4091,7.078,212,2,2,3,65,3,4090000,18035000,102,"['Action', 'Comedy']","['UTV Motion Pictures', 'Aamir Khan Productions']"
4253,Hum Tum,hi,hi,2004-05-28,0.9573,6.435,123,2,3,2,10,5,0,1878702,142,"['Romance', 'Family', 'Comedy', 'Drama']",['Yash Raj Films']
19658,Race,hi,hi,2008-03-20,1.1294,6.109,133,2,2,3,11,4,0,0,161,"['Drama', 'Action', 'Thriller', 'Crime']","['UTV Motion Pictures', 'Tips Industries', 'Films & Casting TEMPLE']"
103243,Vicky Donor,hi,hi,2012-04-20,0.9673,6.77,191,2,2,2,10,4,700000,0,122,"['Comedy', 'Romance']","['Eros International', 'JA Entertainment']"
374173,Kapoor & Sons,hi,hi,2016-03-18,1.0602,7.048,199,2,2,3,24,3,3577143,17412627,137,"['Drama', 'Romance', 'Comedy', 'Family']","['Fox Star Studios', 'Dharma Productions']"
33081,Paheli,hi,hi,2005-06-24,1.0726,6.144,101,2,2,3,21,7,4900000,11000000,141,"['Romance', 'Drama', 'Fantasy']",['Red Chillies Entertainment']
598826,Sardar Udham,hi,hi,2021-10-16,1.0245,7.115,126,2,1,4,22,2,0,0,162,"['Crime', 'Drama', 'History']","['Kino Works', 'Rising Sun Films', 'MD Trade', 'Alchemie Overseas']"
240614,R... Rajkumar,hi,hi,2013-12-06,1.2211,6.155,103,2,1,4,13,4,0,0,146,"['Action', 'Romance']","['Next Gen Films', 'Eros International']"
45316,Udaan,hi,hi,2010-06-17,1.0017,7.206,223,2,0,5,47,0,800000,520000,138,['Drama'],"['UTV Spotboy Motion Pictures', 'Anurag Kashyap Films', 'Sanjay Singh Films']"
456570,Hindi Medium,hi,hi,2017-05-19,1.1799,7.381,206,0,3,2,21,10,3213790,52390000,132,"['Comedy', 'Drama']",['Maddock Films']
291157,Khoobsurat,hi,hi,2014-09-19,0.8111,6.598,127,0,4,1,11,4,230,0,130,"['Comedy', 'Romance']","['Disney World Cinema', 'UTV Motion Pictures', 'Anil Kapoor Film & Communication Network']"
20360,Namastey London,hi,hi,2007-03-23,0.9075,6.19,124,2,1,4,11,4,0,0,131,"['Comedy', 'Drama', 'Romance']","['Blockbuster Movie Entertainers', 'Ultra Media & Entertainment [IN]', 'Namastey London Productions Limited', 'Eros International']"
85052,Housefull 2,hi,hi,2012-04-05,1.1044,5.551,127,2,1,4,15,5,7100000,22000000,160,"['Comedy', 'Romance']","['Nadiadwala Grandson Entertainment', 'Eros Worldwide']"
391779,Housefull 3,hi,hi,2016-06-03,1.0418,5.1,110,2,2,3,17,4,13000000,23000000,140,"['Comedy', 'Romance']",[]
19663,Love Aaj Kal,hi,hi,2009-07-31,1.0206,6.243,111,2,1,3,13,6,12500000,20794985,128,"['Comedy', 'Drama', 'Romance']","['Eros International', 'Illuminati Films Pvt Ltd']"
25868,Aladin,hi,hi,2009-10-29,0.9456,6.2,100,2,2,3,8,3,0,0,132,"['Fantasy', 'Drama', 'Romance', 'Adventure', 'Comedy']",[]
14071,Dostana,hi,hi,2008-11-13,0.8827,6.142,169,0,2,3,14,5,10000000,20000000,141,"['Drama', 'Comedy', 'Romance']","['Dharma Productions', 'Black Dog Jib Productions', 'Yash Raj Films']"
441875,Toilet: A Love Story,hi,hi,2017-08-11,1.0864,6.813,214,0,1,4,9,4,3700000,13800000,155,"['Comedy', 'Drama', 'Romance']","['KriArj Entertainment', 'Grazing Goat Pictures', 'Friday Filmworks', 'Abundantia Entertainment', 'Plan C Studios']"
34764,Karthik Calling Karthik,hi,hi,2010-02-26,1.0334,6.3,103,0,2,3,22,2,2800000,3900000,135,"['Romance', 'Mystery', 'Thriller']","['Eros International', 'Excel Entertainment']"
273886,Holiday,hi,hi,2014-06-06,0.9964,6.339,146,2,1,4,26,4,0,0,170,"['Action', 'Crime', 'Thriller']","['Reliance Entertainment', 'Hari Om Entertainment']"
19703,A Wednesday!,hi,hi,2008-09-05,1.176,7.0,358,2,1,4,20,2,1400000,3500000,103,"['Drama', 'Thriller']",['UTV Motion Pictures']
472123,Golmaal Again,hi,hi,2017-10-20,0.9939,5.414,111,2,0,5,20,4,8400000,37000000,151,"['Comedy', 'Horror', 'Action', 'Fantasy']","['Reliance Entertainment', 'Rohit Shetty Productionz', 'Ajay Devgn FFilms']"
41518,Guzaarish,hi,hi,2010-11-16,0.8844,7.377,130,2,2,2,20,7,0,0,126,"['Drama', 'Romance']","['Prime Focus', 'UTV Motion Pictures', 'Bhansali Productions']"
19670,Golmaal – Fun Unlimited,hi,hi,2006-07-14,1.0226,6.743,138,2,0,5,11,2,1800000,4900000,150,"['Comedy', 'Family']","['KSS Limited', 'Shree Ashtavinayak Cinevision Ltd']"
14546,Golmaal Returns,hi,hi,2008-10-29,0.9727,5.477,129,2,1,4,20,8,4200000,9600000,136,['Comedy'],['Shree Ashtavinayak Cine Vision']
376869,Neerja,hi,hi,2016-02-19,0.835,7.266,239,2,2,3,9,2,2900000,17618280,122,"['Drama', 'Thriller']","['Fox Star Studios', 'Bling Unplugged']"
285803,Singham Returns,hi,hi,2014-08-15,0.9127,6.118,131,2,1,4,13,2,13000000,26000000,142,['Action'],"['Reliance Entertainment', 'Ajay Devgn FFilms']"
496527,October,hi,hi,2018-04-13,1.0261,6.951,113,2,2,1,15,2,0,0,109,"['Drama', 'Romance']","['Kino Works', 'Rising Sun Films']"
332835,Piku,hi,hi,2015-05-08,0.8713,7.1,213,2,2,3,10,3,5500000,22159216,123,"['Comedy', 'Drama']","['Rising Sun Films', 'MSM Motion Pictures', 'Saraswati Entertainment Creations Limited', 'Yash Raj Films']"
31977,Black,hi,hi,2005-02-04,0.9837,7.675,228,2,3,2,23,6,2652377,8029469,124,['Drama'],"['Applause Bhansali Productions', 'Applause Entertainment', 'Bhansali Productions', 'Yash Raj Films']"
512098,Blackmail,hi,hi,2018-04-06,0.8003,6.863,106,2,2,3,12,5,0,0,138,"['Comedy', 'Thriller']","['RDP Motion Pictures', 'T-Series']"
177358,Jolly LLB,hi,hi,2013-03-15,0.8593,7.082,141,0,1,4,20,2,0,0,135,"['Comedy', 'Drama']",['Fox Star Studios']
465642,Parmanu: The Story of Pokhran,hi,hi,2018-05-25,0.9048,7.1,112,0,1,4,10,2,7405000,0,129,"['Drama', 'History', 'Thriller']","['Zee Studios', 'JA Entertainment', 'KYTA Productions']"
375290,Airlift,hi,hi,2016-01-22,0.9461,7.11,214,2,1,3,19,3,4500000,32000000,126,"['Drama', 'History', 'Action']","['T-Series', 'Hari Om Entertainment', 'Cape of Good Films', 'Viacom18 Studios', 'Abundantia Entertainment', 'Emmay Entertainment']"
320295,Detective Byomkesh Bakshy!,hi,hi,2015-04-02,0.7519,6.727,110,2,1,3,24,2,5100000,5200000,139,"['Action', 'Mystery', 'Drama']",['Dibakar Banerjee Productions']
336211,Tanu Weds Manu: Returns,hi,hi,2015-05-22,0.7527,6.88,167,2,2,3,14,2,6153000,39270000,128,"['Comedy', 'Romance']","['Eros International', 'Colour Yellow Productions']"
247645,Queen,hi,hi,2014-03-07,0.921,7.319,309,2,2,3,8,2,1900000,17000000,146,"['Comedy', 'Drama']","['Phantom Films', 'Viacom18 Studios']"
15084,Salaam Namaste,hi,hi,2005-09-09,0.8349,6.243,101,2,1,4,7,1,2500000,0,158,"['Comedy', 'Romance', 'Drama']","['Yash Raj Films', 'Films & Casting TEMPLE', 'Film Victoria', 'Prime Focus']"
14467,Jaane Tu... Ya Jaane Na,hi,hi,2008-07-04,0.9334,6.836,171,0,3,2,30,5,2300000,11100000,155,"['Drama', 'Comedy', 'Romance']","['PVR Inox Pictures', 'Aamir Khan Productions']"
498598,Sonu Ke Titu Ki Sweety,hi,hi,2018-02-23,1.0745,6.574,129,2,2,3,32,7,0,0,144,"['Romance', 'Comedy']","['LUV Films', 'Sarke Studio']"
20688,Kaminey,hi,hi,2009-08-14,0.716,6.7,104,2,1,3,13,2,9000000,18130000,135,"['Action', 'Crime', 'Drama']","['UTV Motion Pictures', 'Vishal Bhardwaj Pictures']"
96398,Paan Singh Tomar,hi,hi,2012-03-02,0.8076,7.391,142,2,1,3,13,1,0,0,135,"['Crime', 'Drama']","['UTV Motion Pictures', 'UTV Spotboy Motion Pictures']"
259720,2 States,hi,hi,2014-04-17,1.1025,6.5,158,0,3,2,11,4,4587786,22414611,149,"['Comedy', 'Romance', 'Drama']","['Dharma Productions', 'Nadiadwala Grandson Entertainment', 'T-Series']"
467106,Bareilly Ki Barfi,hi,hi,2017-08-17,1.0005,6.881,189,1,1,3,11,4,2740700,8050806,123,"['Comedy', 'Romance']","['Junglee Pictures', 'BR Studios', 'Sahil Arora Creative Films SACF', 'Prime Link Media PLM']"
275269,Wazir,hi,hi,2016-01-07,0.8701,6.736,138,2,1,4,12,4,5200000,9200000,103,"['Thriller', 'Action', 'Crime']","['Getaway Films Private Limited', 'Vinod Chopra Films', 'Rajkumar Hirani Films', 'Vidhu Vinod Chopra Productions']"
15977,Dev.D,hi,hi,2009-02-06,0.6971,6.99,145,2,2,1,13,4,1700000,7600000,144,"['Comedy', 'Drama', 'Romance']","['UTV Spotboy Motion Pictures', 'UTV Motion Pictures', 'Anurag Kashyap Films']"
26815,Rocket Singh: Salesman of the Year,hi,hi,2009-12-11,0.8348,6.861,122,2,0,4,32,2,1250000,0,156,"['Drama', 'Comedy', 'Romance']",['Yash Raj Films']
431892,Trapped,hi,hi,2017-03-17,0.7113,6.881,130,2,1,1,3,1,0,436529,105,"['Thriller', 'Drama']","['Reliance Entertainment', 'Phantom Films']"
252841,Highway,hi,hi,2014-02-13,0.8286,7.2,184,2,1,3,8,1,2860530,5458444,133,"['Drama', 'Romance', 'Crime']","['Window Seat Films', 'Nadiadwala Grandson Entertainment', 'Window Seat Films']"
505175,Love per Square Foot,hi,hi,2018-02-14,0.714,6.69,124,2,2,3,15,6,0,0,133,"['Comedy', 'Romance']","['RSVP Movies', 'Leo Media Collective']"
158519,1920: Evil Returns,hi,hi,2012-11-02,0.8075,5.705,139,0,2,3,7,3,0,0,130,"['Thriller', 'Horror', 'Romance']",['ASA Productions and Enterprises']
439128,Newton,hi,hi,2017-09-22,0.727,7.1,147,2,1,3,14,1,0,0,106,"['Comedy', 'Drama']","['Colour Yellow Productions', 'Drishyam Films']"
168245,Kai Po Che!,hi,hi,2013-02-13,0.5942,7.047,148,2,1,4,8,1,0,0,126,['Drama'],['UTV Motion Pictures']
198556,Main Krishna Hoon,hi,hi,2013-01-25,0.591,6.053,113,0,2,2,5,2,0,0,135,"['Animation', 'Family']","['Eros International', 'JC Film Visions']"
39217,Maine Pyaar Kyun Kiya?,hi,hi,2005-07-15,0.7519,5.365,126,2,2,3,11,4,0,0,145,"['Comedy', 'Drama', 'Romance']","['Shree Ashtavinayak Cine Vision', 'Sohail Khan Production']"
533237,Karwaan,hi,hi,2018-08-03,0.9967,7.08,113,0,3,2,15,4,3038109,3489863,125,"['Adventure', 'Comedy']",['RSVP Movies']
418235,Lipstick Under My Burkha,hi,hi,2017-07-21,0.7042,6.811,106,0,4,1,34,7,0,0,116,"['Comedy', 'Drama']","['Balaji Motion Pictures', 'Prakash Jha Productions']"
58333,Tanu Weds Manu,hi,hi,2011-02-25,0.6823,6.816,106,2,1,4,12,2,400000,252000,119,"['Comedy', 'Romance', 'Drama']","['Sanjay Singh Films', 'Viacom18 Studios', 'Soundarya production']"
191726,Ugly,hi,hi,2013-05-17,0.6861,6.988,129,2,0,3,12,2,700000,2200000,128,"['Thriller', 'Drama', 'Mystery', 'Crime']","['Phantom Films', 'DAR Motion Pictures']"
284288,Mary Kom,hi,hi,2014-09-05,0.5407,7.0,103,0,1,4,9,2,224056,15536328,122,"['Action', 'Drama']","['Viacom18 Studios', 'Bhansali Productions', 'Eros International']"
19672,Rock On!!,hi,hi,2008-08-29,0.5242,6.835,106,2,1,4,13,5,7000000,0,144,['Drama'],"['Excel Entertainment', 'Reliance Entertainment']"
15412,Khosla Ka Ghosla!,hi,hi,2006-09-22,0.6715,7.276,114,2,1,4,19,2,0,0,135,['Comedy'],['UTV Motion Pictures']
20365,Hello,hi,hi,2008-10-10,0.5164,5.663,141,2,3,2,13,5,0,0,129,['Comedy'],"['Funky Buddha Media', 'Mirah Entertainment', 'Perception Pictures', 'Reel Life Productions']"
524288,Period. End of Sentence.,hi,hi,2018-04-05,0.5264,7.784,250,1,0,0,15,0,0,0,26,['Documentary'],"['Sikhya Entertainment', 'The Pad Project']"
377213,Te3n,hi,hi,2016-06-10,0.9588,6.881,105,2,1,4,15,1,5069632,4817642,136,"['Mystery', 'Thriller', 'Crime']","['Blue Waters Motion Pictures', 'Kross Pictures', 'Endemol Shine India', 'Reliance Entertainment']"
84533,Ek Main Aur Ekk Tu,hi,hi,2012-02-10,0.5188,5.6,152,2,2,3,7,2,0,0,110,"['Drama', 'Comedy', 'Romance']","['Dharma Productions', 'UTV Motion Pictures']"
381070,Loev,hi,hi,2016-05-12,0.4035,5.257,103,0,0,3,4,0,0,0,90,"['Drama', 'Romance']","['Productions Four Line Films', 'Bombay Berlin Film']"
949229,Leo,ta,ta,2023-10-18,5.5023,6.9,125,2,2,3,30,8,42219285,71772785,163,"['Action', 'Crime', 'Thriller']","['Seven Screen Studios', 'The Route']"
743563,Vikram,ta,ta,2022-06-02,3.0703,7.565,162,2,0,5,38,9,15354648,54172014,174,"['Action', 'Crime', 'Thriller']",['Raajkamal Films International']
1118224,Maharaja,ta,ta,2024-06-14,3.578,7.7,217,0,2,3,31,8,0,10758542,141,"['Action', 'Thriller', 'Mystery']","['Passion Studios', 'The Route', 'Think Studios']"
927342,Amaran,ta,ta,2024-10-31,3.1587,7.35,254,2,1,3,25,2,14700000,39200000,169,"['Action', 'Drama', 'Adventure', 'War']","['Raajkamal Films International', 'Sony Pictures International Productions']"
456287,Mersal,ta,ta,2017-10-18,3.2338,7.272,125,2,3,2,23,9,0,0,161,"['Thriller', 'Action', 'Crime']",['Sri Thenandal Films']
937020,Jailer,ta,ta,2023-08-10,2.8122,6.608,111,2,1,4,36,4,0,72997485,165,"['Action', 'Crime', 'Thriller', 'Comedy', 'Adventure']",['Sun Pictures']
263471,I,ta,ta,2015-01-04,2.225,6.742,132,2,1,4,16,4,0,0,170,"['Thriller', 'Action', 'Romance']",['Aascar Films']
370076,Theri,ta,ta,2016-04-14,2.3229,6.8,108,2,3,2,34,11,0,69,157,"['Action', 'Crime', 'Thriller']","['V Creations', 'Vijaya Films']"
148284,Enthiran,ta,ta,2010-10-01,1.891,6.6,248,2,1,4,19,6,26400000,62000000,176,"['Action', 'Science Fiction', 'Adventure']",['Sun Pictures']
626392,Master,ta,ta,2021-01-13,2.1765,6.6,119,2,2,3,48,13,0,0,179,"['Action', 'Thriller', 'Crime']","['XB Film Creators', 'Seven Screen Studios', 'B4U Motion Pictures']"
595228,Soorarai Pottru,ta,ta,2020-11-12,2.2915,7.806,121,1,2,3,24,6,0,0,149,"['Drama', 'Action']","['2D Entertainment', 'Sikhya Entertainment']"
855400,Jai Bhim,ta,ta,2021-11-02,1.7174,7.284,231,2,2,2,29,5,0,0,164,"['Crime', 'Drama', 'Mystery', 'History']",['2D Entertainment']
410331,Vada Chennai,ta,ta,2018-10-17,1.8301,7.8,106,2,2,3,23,3,0,0,166,"['Action', 'Crime', 'Drama']","['Wunderbar Films', 'Grass Root Film Company', 'Lyca Productions', 'Oveyen Studio']"
441717,96,ta,ta,2018-10-04,1.7009,7.622,144,2,3,2,11,5,0,0,159,['Romance'],['Madras Enterprises']
587030,Kaithi,ta,ta,2019-10-25,1.8649,7.6,147,2,0,5,24,3,0,0,147,"['Action', 'Thriller', 'Crime']","['Dream Warrior Pictures', 'Vivekandanda Pictures']"
412862,Ratsasan,ta,ta,2018-10-05,1.6269,7.396,188,0,2,3,22,6,0,0,170,"['Thriller', 'Crime', 'Mystery']",['Axess Film Factory']
373449,2.0,ta,ta,2018-11-29,1.4442,5.8,174,2,1,4,15,5,77000000,114629169,149,"['Action', 'Science Fiction', 'Fantasy']",['Lyca Productions']
19978,Anniyan,ta,ta,2005-06-17,1.3959,7.4,117,2,1,4,23,6,0,8500000,181,"['Action', 'Drama', 'Thriller', 'Crime']",['Aascar Films']
432011,Super Deluxe,ta,ta,2019-03-29,1.174,7.713,134,2,2,3,17,4,1539980,0,176,"['Comedy', 'Thriller', 'Drama', 'Crime']","['Tyler Durden And Kino Fist', 'Alchemy Vision Workz', 'East West Dream Works']"
24049,Sivaji: The Boss,ta,ta,2007-06-08,1.2561,7.092,142,2,1,4,26,6,12000000,19000000,189,"['Action', 'Drama']",['AVM Productions']
368006,24,ta,ta,2016-05-05,1.3661,7.201,132,0,3,2,12,4,10000000,15000000,164,"['Action', 'Science Fiction', 'Thriller']","['Studio Green', '2D Entertainment']"
432139,Vikram Vedha,ta,ta,2017-07-21,1.2224,7.224,225,2,2,3,14,2,0,0,147,"['Action', 'Thriller', 'Crime', 'Adventure']",['Y NOT Studios']
576928,Asuran,ta,ta,2019-10-02,0.9835,7.566,106,2,1,4,22,4,0,0,141,"['Action', 'Drama']",['V Creations']
143010,Thuppakki,ta,ta,2012-11-13,1.0973,7.301,113,2,1,4,20,6,11000000,23000000,170,"['Action', 'Thriller']","['V Creations', 'Gemini Productions']"
263475,Kaththi,ta,ta,2014-10-22,0.8946,7.215,107,2,1,4,13,5,1600000,0,167,"['Action', 'Drama']","['Lyca Productions', 'Ayngaran International']"
1041580,The Elephant Whisperers,ta,ta,2022-12-07,0.741,7.273,143,1,0,0,2,0,0,0,40,['Documentary'],['Sikhya Entertainment']
